Policy Number,Trans Code,Trans Date,Policy Eff Date,Policy Exp Date,LOB Code,Policy Holder Name,Carrier,Bill Type,Premium,Comm Percent,Comm Amount,Producer Code
SFM37808329,PCH,2026-11-24,11/24/2026,2027-02-25,General Liability,"Calloway Bakery, LLC",Stanwick Fire and Marine,Direct,"-$11,085.75",15,-1662.86,GBY-06
SFM43701039,endorsement,2026-11-25,2026-11-22,,BAUTO,"Wexler Electrical, Corp",Stanwick Fire & Marine,Direct Bill,9114.06,15,"$1,367.11",MCL-01
PI-8243699,PAB,2026-11-27,2026-09-19,,WORKERS COMPENSATION,"Trask Cabinetry, Inc",Pelham Indemnity Group,Agency,6040.42,12,724.85,TRW-02
VN269718219,Policy Change,2026-11-30,2026-11-22,,Personal Auto,Adaeze Adeyemi,Valebrook Nat'l,A,155.01,15,23.25,TRW-08
KC9089444,END,2026-12-01,2026-12-01,2027-01-07,Work Comp,"Boyne Foundry, Inc",KEMWOOD CAS,Agency,3369.89,15,505.48,TRW-08
PI-4496495,END,2026-12-02,2026-11-28,,Workers Comp,"Fairweather Plumbing & Heating, Co",Pelham Indemnity Group,Direct,6386.56,12.5,798.32,TRW-02
VN172181737,END,2026-12-10,2026-12-01,,Workers Comp,"Halvorsen Excavating, LLC",VALEBROOK NATL,Agency Bill,2619.35,20,$523.87,GBY-22
PI-8258609,PCH,2026-12-11,2026-12-06,2027-03-07,UMB,"Boyne Landscaping, Co",Pelham Indemnity,Agency Bill,-1740.89,10,-174.09,MCL-01
PI-7022799,Renewal,2026-12-11,12/29/2026,2027-12-29,Homeowners,Ingrid Thorne,Pelham Indemnity Group,Agency Bill,1748.47,15,262.27,TRW-02
VN376382480,PCH,2026-12-12,2026-12-07,2027-03-01,Comm Auto,"Marchetti Millwork, LLC",Valebrook National,AB,10313.15,12,1237.58,GBY-06
KC3272643,RWL,2026-12-12,2026-12-16,2027-12-16,BAUTO,"Standish Produce, LLC",Kemwood Casualty,Agency Bill,5497.43,,824.61,HFN-04
NS-407380,Policy Change,2026-12-14,2026-12-05,,BAUTO,Boyne Excavating,Northgate Specialty,AB,-5789.54,0.15,-$868.43,
KC9864090,END,2026-12-14,12/06/2026,2027-06-09,Comm Auto,"Delacroix Auto Body, LLC",Kemwood Casualty,DIRECT BILL,"$8,154.71",15,1223.21,HFN-11
VN376382480,PCH,2026-12-15,2026-12-09,,CAUTO,"Marchetti Millwork, LLC",Valebrook National,A,"-$5,074.18",12,-608.9,GBY-06
KC2779576,XLC,2026-12-16,2026-12-09,,Comm Prop,Ferraro Landscaping,KEMWOOD CAS,Agency,"-4,192.62",12.5%,-$524.08,GBY-06
NS-682103,Policy Change,2026-12-17,2026-12-11,2027-05-15,UMB,"Underhill Bakery, Inc",NORTHGATE SPEC,AB,6669.68,0.15,1000.45,TRW-08
NS-682103,Endorsement,2026-12-18,2026-12-13,2027-05-15,UMBR,"Underhill Bakery, Inc",Northgate Specialty,A,"-10,509.36",15,-1576.4,TRW-08
SFM59163534,PCH,2026-12-19,2026-12-12,2027-03-23,GL,"Renfro Fabrication, Ltd",Stanwick Fire & Marine,A,-2568.45,12.5,-321.06,GBY-06
AM-04069281,PCH,2026-12-21,2026-12-15,2027-03-15,Homeowners,Adaeze Sandoval,ARDSLEY MUTUAL INS CO,DB,-389.29,12,-46.71,TRW-08
SFM88352497,REN,2026-12-21,2027-01-04,01/04/2028,GL,"Ostrander Cold Storage, LLC",Stanwick Fire and Marine,A,50762.33,0.2,"$10,152.47",TRW-02
NS-049706,REN,2026-12-21,2026-12-22,2027-12-22,Comm Auto,"Bramble Haulage, Inc",Northgate Specialty Lines,Direct Bill,21782.29,0.12,"2,613.87",GBY-06
PI-0821547,END,2026-12-23,2026-12-17,,Work Comp,"Bramble Dairy, Corp",Pelham Indemnity Group,D,-501.31,15,-75.2,HFN-11
NS-543238,RWL,2026-12-28,01/11/2027,2028-01-11,WORKERS COMPENSATION,Nyquist Millwork,NORTHGATE SPEC,AB,"$15,838.14",15,"$2,375.72",TRW-08
VN033896556,END,2026-12-29,2026-12-27,2027-06-04,WORK,FERRARO PRINTING,Valebrook,DB,7095.68,15,1064.35,MCL-15
PI-2527603,Endorsement,2026-12-31,2026-12-25,,CPROP,Dupree Auto Body,Pelham Indemnity,Direct Bill,"-$1,108.45",15,-166.27,MCL-01
KC2779576,REI,2026-12-31,2026-12-26,2027-02-14,PROP,Ferraro Landscaping,Kemwood Casualty,Agency Bill,4192.62,,524.08,GBY-06
VN329113948,REN,2026-12-31,2027-01-06,2028-01-06,PAUTO,Amara Petrakis,Valebrook,Direct,2896.94,15,434.54,MCL-01
KC6814603,Renewal,2027-01-01,2027-01-10,2028-01-10,CPROP,"Boyne Machine Works, Corp",Kemwood Casualty,Direct Bill,48424.5,15,"7,263.68",GBY-06
SFM79489914,Policy Change,2027-01-02,2027-01-02,2027-07-01,BAUTO,"Halvorsen Roofing, Inc",Stanwick Fire and Marine,DB,753.78,10,75.38,MCL-15
SFM94999848,NRA,2027-01-03,2027-03-12,,Comm Auto,"Boyne Freight, Corp",Stanwick Fire and Marine,Direct Bill,$0.00,0.12,$0.00,GBY-22
KC1027895,Renew,2027-01-03,01/14/2027,01/14/2028,HO,"Rasmussen, Ingrid",KEMWOOD CAS,AB,2515.08,12,301.81,MCL-01
SFM09679669,Policy Change,2027-01-05,2026-12-30,,WC,"Kowalczyk Plumbing & Heating, LLC",Stanwick Fire & Marine,A,-7428.57,.175,-1300,MCL-01
KC4204142,PCH,2027-01-05,2027-01-04,2027-03-07,PROP,"Renfro Fabrication, Co",Kemwood Casualty,DIRECT BILL,-$950.24,20,-190.05,TRW-02
SFM43701039,Endorsement,2027-01-08,2027-01-02,2027-08-11,Auto,"Wexler Electrical, Corp",STANWICK F&M,D,"9,310.48",15,"$1,396.57",MCL-01
SFM58385555,REN,2027-01-10,01/13/2027,2028-01-13,CGL,"Boyne Millwork, Inc",Stanwick Fire and Marine,A,"$31,557.89",10,"3,155.79",HFN-04
KC7844848,PCH,2027-01-14,01/11/2027,2027-02-16,Personal Auto,Priya Sandoval,Kemwood,D,-436.26,0.1,-43.63,GBY-06
VN143773193,AUD,2027-01-15,2026-11-26,,Work Comp,"Halvorsen Bakery, LLC",Valebrook National,AB,10887.91,15,1633.19,TRW-02
VN421218214,RWL,2027-01-17,01/26/2027,2028-01-26,Personal Auto,Bartholomew Rasmussen,Valebrook,D,961.19,0.125,120.15,
KC5639249,Premium Audit,2027-01-18,2026-10-12,,WORK,"Bramble Contracting, Co",Kemwood Casualty,AB,"$13,088.35",12.5,1636.04,MCL-01
NS-448674,END,2027-01-19,2027-01-18,,Commercial Auto,"Rennick Auto Body, LLC",Northgate Specialty,AB,-13407.7,0.15,-2011.15,GBY-06
KC7077510,REN,2027-01-20,2027-01-26,01/26/2028,PAUTO,Josefa Bhattacharya,Kemwood Casualty,Direct Bill,921.07,15,138.16,HFN-11
NS-362057,PCH,2027-01-21,2027-01-21,,Comm Auto,"Arbogast Bakery, Co",Northgate Specialty Lines,Agency Bill,1571.1,17.5,274.94,TRW-02
VN807791927,RWL,2027-01-22,2027-01-29,2028-01-29,Personal Auto,"Rasmussen, Freya",Valebrook National,Direct Bill,"$2,780.82",20,556.16,
KC3272643,END,2027-01-22,2027-01-18,,Commercial Auto,"Standish Produce, LLC",Kemwood Casualty,AGENCY BILL,-$856.41,15,-128.46,HFN-04
NS-149141,PCH,2027-01-24,2027-01-22,2027-10-12,GL,Fairweather Fabrication,NORTHGATE SPEC,Direct Bill,-2993.97,17.5,-$523.94,GBY-06
PI-0428293,Renewal,2027-01-24,2027-02-06,2028-02-06,PROP,"Underhill Freight, LLC",Pelham Indemnity,A,"32,588.04",12.5,4073.51,TRW-02
SFM70975814,Renew,2027-01-24,01/26/2027,2028-01-26,CAUTO,"Ferraro Fabrication, LLC",Stanwick Fire & Marine,Agency,"$20,672.75",0.12,"$2,480.73",MCL-15
SFM43292813,CAN,2027-01-31,01/30/2027,,Personal Auto,Beatriz Guerrero,STANWICK F&M,DB,-65.99,10,-6.6,GBY-06
PI-5980246,NRA,2027-01-31,04/01/2027,,Commercial Auto,"Petrossian Machine Works, LLC",Pelham Indemnity,AB,0,17.5,0,GBY-22
VN329113948,Endorsement,2027-02-01,2027-01-23,2028-01-06,Auto,Amara Petrakis,Valebrook National,D,-498.89,15,-74.83,MCL-01
KC0823088,PCH,2027-02-02,2027-01-25,2027-03-08,WORKERS COMPENSATION,"Renfro Cabinetry, LLC",KEMWOOD CAS,AB,"$11,638.15",0.12,"$1,396.58",MCL-01
PI-9685329,PCH,2027-02-02,02/02/2027,2027-10-27,General Liability,"Dupree Fabrication, LLC",Pelham Indemnity,Agency,185.96,10,18.6,
PI-2527603,REN,2027-02-07,2027-02-09,02/09/2028,CPROP,Dupree Auto Body,Pelham Indemnity Group,DB,19051.14,15,2857.67,MCL-01
SFM37808329,RWL,2027-02-07,2027-02-25,2028-02-25,GL,"Calloway Bakery, LLC",Stanwick Fire & Marine,Direct Bill,66061.13,15,"9,909.17",GBY-06
KC4296054,PCH,2027-02-08,2027-02-08,2027-07-13,CPROP,Rennick Freight,Kemwood Casualty,DB,323.71,10,32.37,HFN-04
VN071133188,REN,2027-02-08,2027-02-15,2028-02-15,Gen Liab,Standish Electrical,Valebrook,Agency,56307.88,17.5,9853.88,TRW-08
SFM43292813,Reinstate,2027-02-13,2027-02-15,2027-03-22,Auto,Beatriz Guerrero,STANWICK F&M,D,65.99,10,6.6,GBY-06
SFM51027869,REN,2027-02-14,2027-02-15,2028-02-15,CGL,"Trask Bakery, LLC",Stanwick Fire & Marine,D,13956.3,17.5,"2,442.35",TRW-02
VN376382480,RWL,2027-02-14,2027-03-01,2028-02-29,Comm Auto,"Marchetti Millwork, LLC",Valebrook,Agency Bill,65674.25,12,7880.91,GBY-06
PI-2304482,Premium Audit,2027-02-14,2026-12-08,,WC,"Wexler Cold Storage, Inc",Pelham Ind.,A,"$6,109.46",15,916.42,MCL-15
SFM49730754,Policy Change,2027-02-17,2027-02-12,,PROP,"Bramble Printing, Ltd",Stanwick Fire & Marine,Agency,$887.51,12,106.5,TRW-08
AM-72563690,PCH,2027-02-17,2027-02-16,,Comm Umbrella,"Kessler Roofing, LLC",ARDSLEY MUTUAL INS CO,Agency Bill,2481.85,12%,297.82,TRW-08
VN911846037,REN,2027-02-18,2027-02-19,2028-02-19,BAUTO,Bramble Cabinetry,Valebrook National,A,"$28,206.56",10,"2,820.66",TRW-02
NS-851871,Audit,2027-02-18,2026-11-22,,WORK,"Ashby Haulage, LLC",NORTHGATE SPEC,Agency Bill,-1330.86,10,-133.09,TRW-08
KC2252474,END,2027-02-18,2027-02-18,2027-06-12,GL,Marchetti Foundry,KEMWOOD CAS,A,2462.12,.15,369.32,GBY-22
NS-054810,PAB,2027-02-20,2026-10-29,,Work Comp,"Dupree Cabinetry, Co",Northgate Specialty Lines,AB,"-3,895.41",.125,-486.93,MCL-15
NS-811413,Renew,2027-02-22,02/28/2027,2028-02-28,Comm Auto,"Ashby Printing, LLC",Northgate Specialty Lines,AB,67194.3,12,"$8,063.32",TRW-02
SFM10953232,RWL,2027-02-22,2027-03-12,2028-03-11,Commercial Auto,"Nyquist Haulage, LLC",Stanwick Fire and Marine,Agency Bill,14771.43,.12,"$1,772.57",
KC6394210,REN,2027-02-23,2027-02-23,2028-02-23,Auto,Noor Lindgren,Kemwood Casualty Co,Direct Bill,2863.96,10,286.40,GBY-22
PI-9967983,Renewal,2027-02-24,2027-03-06,2028-03-05,GL,Trask Machine Works,Pelham Indemnity Group,DB,64724.34,12,7766.92,HFN-11
KC0823088,RWL,2027-02-26,2027-03-08,2028-03-07,Work Comp,"Renfro Cabinetry, LLC",KEMWOOD CAS,Agency,69750.69,12,8370.08,MCL-01
VN935476750,REN,2027-02-27,2027-03-04,2028-03-03,CGL,"Petrossian Auto Body, Corp",VALEBROOK NATL,AB,"$39,067.50",15,"5,860.13",MCL-15
VN025350399,PCH,2027-03-01,2027-03-01,,Workers Comp,"Ostrander Produce, LLC",Valebrook National,Agency Bill,2932.97,12,351.96,MCL-01
NS-890029,RWL,2027-03-01,2027-03-16,2028-03-15,BAUTO,Trask Haulage,NORTHGATE SPEC,AB,17399,10,1739.9,GBY-22
KC9089444,PAB,2027-03-02,2027-01-07,,WORK,"Boyne Foundry, Inc",KEMWOOD CAS,Agency,3680,15,552,
KC6081013,PCH,2027-03-02,2027-02-26,2027-05-25,Commercial Auto,"Rennick Roofing, LLC",KEMWOOD CAS,Direct,$964.47,0.175,168.78,
NS-682740,REW,2027-03-03,2027-02-19,2028-02-19,PAUTO,Ingrid Oyelaran,Northgate Specialty,DB,2922.15,10,292.22,MCL-01
NS-795288,Audit,2027-03-04,2027-01-14,,WORKERS COMPENSATION,Dupree Excavating,NORTHGATE SPEC,D,"$11,191.65",12,"$1,343.00",HFN-04
PI-1270836,Renewal,2027-03-04,2027-03-05,2028-03-04,HOME,Bartholomew Castellanos,Pelham Indemnity,D,512.28,0.2,102.46,GBY-22
SFM59163534,RWL,2027-03-05,2027-03-23,2028-03-22,Gen Liab,"Renfro Fabrication, Ltd",Stanwick Fire & Marine,Agency Bill,47724.1,12.5,5965.51,GBY-06
VN424249654,Endorsement,2027-03-10,2027-03-10,2027-03-31,CGL,"Bramble Welding, Co",VALEBROOK NATL,A,"-1,004.35",0.12,-120.52,
PI-0345778,PCH,2027-03-17,2027-03-13,,WORKERS COMPENSATION,"Kowalczyk Produce, LLC",Pelham Indemnity Group,A,"-$1,321.31",10%,-132.13,MCL-15
KC5488737,endorsement,2027-03-19,03/15/2027,2027-08-07,Comm Prop,"Boyne Millwork, LLC",Kemwood,AB,-1559.08,12,-187.09,HFN-11
PI-5590287,PCH,2027-03-22,03/21/2027,2027-05-29,PROP,"Nyquist Freight, Ltd",PELHAM IND,Agency Bill,1605.01,10,160.5,
KC8631460,AUD,2027-03-25,2027-01-20,,Workers Comp,"Delacroix Contracting, Inc",Kemwood,Direct Bill,-2069.68,10%,-206.97,MCL-01
AM-83900656,Endorsement,2027-03-26,2027-03-19,,Work Comp,RENNICK ROOFING CORP,Ardsley Mutual,A,"2,410.63",,289.28,MCL-15
VN424249654,RWL,2027-03-29,2027-03-31,03/30/2028,CGL,"Bramble Welding, Co",Valebrook National,AB,"$47,634.44",12,5716.13,
AM-69651506,endorsement,2027-03-29,2027-03-21,2027-11-19,HO3,"Guerrero, Yolanda",Ardsley Mutual,D,-388.59,0.175,-$68.00,TRW-02
NS-178123,Non-Renewal,2027-03-29,2027-06-03,,GL,Fairweather Landscaping,Northgate Specialty,A,$0.00,10,0,GBY-22
AM-37211964,XLC,2027-03-31,03/30/2027,,Personal Auto,Osman Aldridge,ARDSLEY MUTUAL INS CO,DB,"-$1,104.91",10,-110.49,HFN-11
VN680433614,RWL,2027-03-31,2027-04-01,2028-03-31,WC,"Boyne Millwork, LLC",VALEBROOK NATL,DB,8491.04,17.5,1485.93,GBY-06
KC9439020,AUD,2027-04-03,2026-12-21,,Workers Comp,"Tolliver Produce, Ltd",Kemwood,Agency Bill,"$6,625.78",12,$795.09,HFN-11
NS-362057,XLC,2027-04-04,2027-03-26,,CAUTO,"Arbogast Bakery, Co",NORTHGATE SPEC,Agency Bill,-2466.54,17.5,-$431.64,TRW-02
AM-37211964,endorsement,2027-04-08,04/02/2027,,Personal Auto,Osman Aldridge,ARDSLEY MUTUAL INS CO,DIRECT BILL,160.60,10,16.06,HFN-11
NS-893231,Policy Change,2027-04-08,2027-04-01,,Commercial Auto,"Wexler Excavating, Co",Northgate Specialty,DB,"-9,704.12",,-970.41,HFN-04
KC4758763,Renew,2027-04-13,2027-04-26,04/25/2028,CPROP,"Ashby Millwork, LLC",KEMWOOD CAS,Agency,69692.29,15,10453.84,GBY-06
SFM43975110,END,2027-04-16,2027-04-10,2027-06-01,GL,UNDERHILL AUTO BODY LLC,Stanwick F & M,DB,-8758.66,10,-875.87,TRW-08
AM-44597277,Renewal,2027-04-16,04/18/2027,04/17/2028,CAUTO,"Renfro Printing, LLC",Ardsley Mutual Insurance Company,AB,"19,371.77",10,"1,937.18",MCL-15
KC6309188,Policy Change,2027-04-17,04/08/2027,2027-07-10,WORK,ARBOGAST AUTO BODY LLC,Kemwood,DB,6494.57,15,$974.19,
SFM36750713,Audit,2027-04-18,2027-01-27,,WORK,"Marchetti Cabinetry, Inc",Stanwick Fire & Marine,DB,"$2,950.54",12,$354.06,GBY-22
KC0099920,endorsement,2027-04-20,2027-04-15,,CAUTO,"Lindqvist Printing, Inc",Kemwood,D,"-2,300.71",15%,-345.11,GBY-06
AM-37211964,REI,2027-04-20,2027-04-18,2027-10-01,Personal Auto,Osman Aldridge,Ardsley Mut,D,1104.91,0.1,110.49,HFN-11
AM-02158373,PCH,2027-04-24,2027-04-17,,CPROP,"Tolliver Contracting, LLC",Ardsley Mutual Insurance Company,DB,12733.6,10,"1,273.36",TRW-02
VN860746249,RWL,2027-04-24,2027-05-04,2028-05-03,CPROP,"Wexler Dairy, Corp",Valebrook National,Agency,"37,058.21",,5558.73,MCL-15
SFM37808329,endorsement,2027-04-27,2027-04-22,2028-02-25,CGL,"Calloway Bakery, LLC",Stanwick F & M,D,-11102.66,15,"-1,665.40",GBY-06
SFM60462661,Endorsement,2027-04-27,2027-04-18,,PAUTO,Amara Castellanos,Stanwick Fire & Marine,Direct Bill,$436.34,12%,52.36,TRW-08
SFM59163534,PCH,2027-04-30,2027-04-23,2028-03-22,CGL,"Renfro Fabrication, Ltd",Stanwick Fire & Marine,Agency Bill,7963.08,12.5,995.39,GBY-06
KC0823088,Audit,2027-05-01,2027-03-08,,Workers Comp,"Renfro Cabinetry, LLC",KEMWOOD CAS,Agency Bill,"-10,026.20",.12,-1203.14,MCL-01
KC4965333,Endorsement,2027-05-01,04/28/2027,2027-12-04,GL,"Underhill Landscaping, Corp",Kemwood Casualty Co,A,"-$3,029.63",.1,-302.96,GBY-06
VN680433614,Policy Change,2027-05-01,04/26/2027,,WC,"Boyne Millwork, LLC",Valebrook National,Direct,-$204.53,17.5,-$35.79,
NS-893231,RWL,2027-05-02,2027-05-09,2028-05-08,BAUTO,"Wexler Excavating, Co",Northgate Specialty,D,75720.08,10,7572.01,HFN-04
AM-37211964,Endorsement,2027-05-03,2027-05-03,2027-10-01,Personal Auto,Osman Aldridge,Ardsley Mutual,DB,-$311.86,,-31.19,HFN-11
VN172181737,RWL,2027-05-12,05/15/2027,2028-05-14,WC,"Halvorsen Excavating, LLC",Valebrook,AB,83882.08,20,16776.42,GBY-22
AM-34421217,endorsement,2027-05-13,2027-05-13,2027-07-09,Comm Prop,"Halvorsen Landscaping, LLC",ARDSLEY MUTUAL INS CO,D,1701.66,15%,255.25,GBY-06
PI-3926801,Policy Change,2027-05-14,2027-05-10,2027-10-02,Gen Liab,"Kowalczyk Freight, Corp",PELHAM IND,AB,$968.98,15,145.35,HFN-04
NS-448674,PCH,2027-05-14,2027-05-08,,Auto,"Rennick Auto Body, LLC",NORTHGATE SPEC,Agency Bill,"-$12,308.08",.15,-1846.21,GBY-06
KC9864090,Cancellation,2027-05-15,2027-05-03,,Commercial Auto,"Delacroix Auto Body, LLC",Kemwood Casualty,Direct,"-$7,428.75",.15,"-$1,114.31",HFN-11
VN117189056,RWL,2027-05-15,2027-05-21,2028-05-20,Gen Liab,DUPREE FREIGHT LTD,Valebrook Nat'l,D,"$13,550.59",10,1355.06,TRW-02
VN377092888,Renew,2027-05-16,2027-05-18,2028-05-17,Workers Comp,"Lindqvist Foundry, LLC",Valebrook National,Direct Bill,49449.11,15,"7,417.37",TRW-02
KC2252474,PCH,2027-05-17,2027-05-08,,Gen Liab,Marchetti Foundry,Kemwood Casualty Co,Agency,-2653.36,15,-398,GBY-22
PI-2527603,XLC,2027-05-21,2027-05-17,,CPROP,Dupree Auto Body,Pelham Indemnity,Direct,"-$13,988.23",15,-2098.23,MCL-01
SFM58385555,Endorsement,2027-05-23,2027-05-18,,CGL,"Boyne Millwork, Inc",STANWICK F&M,AGENCY BILL,858.95,10,85.9,HFN-04
AM-10696476,RWL,2027-05-25,2027-05-30,2028-05-29,BAUTO,"Boyne Contracting, Inc",Ardsley Mutual,A,19060.89,15,"2,859.13",HFN-04
AM-37211964,Endorsement,2027-05-27,2027-05-24,,Personal Auto,Osman Aldridge,Ardsley Mut,D,373.75,10,37.38,
PI-0821547,PAB,2027-05-29,2027-03-04,,Workers Comp,"Bramble Dairy, Corp",Pelham Indemnity,DIRECT BILL,-1099.22,,-164.88,HFN-11
AM-90977648,REN,2027-06-01,06/11/2027,06/10/2028,PROP,"Ostrander Millwork, Co",Ardsley Mutual Insurance Company,D,4967.71,15,745.16,GBY-22
SFM03944926,RWL,2027-06-02,2027-06-16,2028-06-15,General Liability,"Boyne Dairy, Inc",Stanwick Fire & Marine,Direct Bill,64456.92,12.5,8057.12,
AM-35923862,PAB,2027-06-02,2027-03-02,,WORK,Marchetti Produce,Ardsley Mut,Direct,2693.79,20,$538.76,
NS-690349,RWL,2027-06-07,2027-06-21,2028-06-20,CAUTO,Ferraro Printing,NORTHGATE SPEC,DIRECT BILL,52728.96,,"5,272.90",GBY-22
KC4296054,Endorsement,2027-06-08,06/02/2027,2027-07-13,PROP,Rennick Freight,KEMWOOD CAS,Direct Bill,-551.21,10,-55.12,HFN-04
KC2252474,Renewal,2027-06-08,2027-06-12,2028-06-11,CGL,MARCHETTI FOUNDRY,Kemwood Casualty,A,17198.93,15,2579.84,GBY-22
VN680433614,Audit,2027-06-14,2027-04-01,,Work Comp,"Boyne Millwork, LLC",Valebrook Nat'l,DIRECT BILL,"-$1,620.86",17.5,-283.65,GBY-06
VN860746249,Cancel,2027-06-19,2027-06-17,,PROP,"Wexler Dairy, Corp",Valebrook,Agency,"-32,590.92",,"-4,888.64",MCL-15
VN071133188,Endorsement,2027-06-21,2027-06-21,,General Liability,Standish Electrical,Valebrook,A,3713.07,17.5,649.79,TRW-08
KC6814603,XLC,2027-06-23,2027-06-14,,CPROP,"Boyne Machine Works, Corp",Kemwood Casualty,D,"-$27,860.67",15,"-4,179.10",GBY-06
KC6309188,RWL,2027-06-27,2027-07-10,2028-07-09,WC,"Arbogast Auto Body, LLC",KEMWOOD CAS,Direct Bill,"$45,107.89",0.15,6766.18,
VN377092888,PAB,2027-07-01,2027-05-18,,WORK,"Lindqvist Foundry, LLC",VALEBROOK NATL,Direct,-7368.72,15,"-$1,105.31",TRW-02
PI-0345778,PAB,2027-07-11,2027-04-14,,Work Comp,"Kowalczyk Produce, LLC",Pelham Indemnity Group,Agency Bill,-4760.12,10,-476.01,MCL-15
PI-9967983,Cancel,2027-07-15,2027-07-09,,CGL,Trask Machine Works,Pelham Indemnity Group,D,"-$42,558.47",,-5107.02,HFN-11
SFM43701039,Policy Change,2027-07-20,2027-07-17,,BAUTO,"Wexler Electrical, Corp",Stanwick Fire and Marine,Direct Bill,"$9,025.39",15,"1,353.81",MCL-01
KC3272643,Endorsement,2027-07-20,07/13/2027,,Auto,"Standish Produce, LLC",KEMWOOD CAS,Agency Bill,-$981.52,15,-147.23,HFN-04
PI-4496495,Audit,2027-07-23,2027-04-05,,WC,"Fairweather Plumbing & Heating, Co",Pelham Indemnity,Direct Bill,-7991.94,12.5,-998.99,TRW-02
NS-543238,END,2027-07-25,2027-07-18,2028-01-11,WORK,Nyquist Millwork,Northgate Specialty,AB,1393.99,15,209.1,TRW-08
VN376382480,endorsement,2027-08-03,2027-08-02,2028-02-29,BAUTO,"Marchetti Millwork, LLC",Valebrook Nat'l,Agency Bill,-4457.55,12,-534.91,GBY-06
KC1027895,PCH,2027-08-03,07/25/2027,2028-01-14,Homeowners,Ingrid Rasmussen,Kemwood,Agency Bill,$178.74,12,21.45,MCL-01
VN117189056,XLC,2027-08-08,2027-07-31,,GL,"Dupree Freight, Ltd",Valebrook National,Direct,-10914.72,10,-1091.47,TRW-02
KC5639249,NON RENEW,2027-08-09,2027-10-12,,WORK,"Bramble Contracting, Co",Kemwood,Agency Bill,0,12.5,0,MCL-01
VN935476750,PCH,2027-08-09,2027-08-08,,GL,"Petrossian Auto Body, Corp",Valebrook National,AB,6545.05,15,981.76,MCL-15
KC4965333,Cancellation,2027-08-12,2027-08-06,,CGL,"Underhill Landscaping, Corp",Kemwood Casualty,AB,-7046.65,10%,-704.66,GBY-06
PI-1270836,PCH,2027-08-18,2027-08-15,2028-03-04,HOME,Bartholomew Castellanos,Pelham Indemnity Group,D,77.02,0.2,15.4,GBY-22
VN117189056,REI,2027-08-18,2027-08-27,2028-05-20,GL,"Dupree Freight, Ltd",VALEBROOK NATL,Direct,"10,914.72",10,"$1,091.47",TRW-02
KC4965333,REI,2027-08-22,2027-08-25,2027-12-04,General Liability,"Underhill Landscaping, Corp",Kemwood Casualty Co,AB,"7,046.65",10,704.67,GBY-06
KC7077510,Policy Change,2027-08-25,2027-08-17,2028-01-26,Auto,Josefa Bhattacharya,Kemwood Casualty,Direct Bill,-26.71,15,-4.01,HFN-11
KC1153023,REW,2027-08-27,2027-08-08,2028-08-07,CAUTO,"Halvorsen Landscaping, Co",Kemwood Casualty,D,"35,960.21",12,4315.23,HFN-11
SFM09679669,RWL,2027-09-11,2027-09-13,09/12/2028,WORK,"Kowalczyk Plumbing & Heating, LLC",Stanwick Fire and Marine,AB,65740.08,17.5,11504.51,MCL-01
KC5639249,END,2027-09-11,2027-09-05,2027-10-12,Workers Comp,"Bramble Contracting, Co",KEMWOOD CAS,AGENCY BILL,-2584.21,.125,-$323.03,
KC5639249,PCH,2027-09-15,2027-09-11,,WC,"Bramble Contracting, Co",Kemwood Casualty,Agency Bill,"-$2,196.98",12.5,-$274.62,MCL-01
VN421218214,END,2027-09-16,2027-09-15,2028-01-26,PAUTO,"Rasmussen, Bartholomew",Valebrook Nat'l,Direct Bill,$104.27,12.5,13.03,HFN-11
PI-7022799,endorsement,2027-09-20,2027-09-16,2027-12-29,HOME,Ingrid Thorne,Pelham Indemnity,Agency Bill,$148.62,0.15,22.29,TRW-02
KC2252474,Endorsement,2027-09-25,09/16/2027,,General Liability,Marchetti Foundry,Kemwood,AGENCY BILL,749.61,15,112.44,GBY-22
PI-3926801,Rewrite,2027-10-03,2027-10-02,10/01/2028,CGL,"Kowalczyk Freight, Corp",Pelham Ind.,A,10744.5,0.15,"1,611.68",HFN-04
KC4758763,Policy Change,2027-10-04,2027-09-25,,PROP,"Ashby Millwork, LLC",Kemwood Casualty,A,4634.67,15,$695.20,GBY-06
VN376382480,CAN,2027-10-14,2027-10-03,,BAUTO,"Marchetti Millwork, LLC",Valebrook National,Agency Bill,"-26,809.49",12,-3217.14,GBY-06
VN329113948,Policy Change,2027-10-19,2027-10-16,,Personal Auto,Amara Petrakis,Valebrook Nat'l,Direct Bill,76.96,15,11.54,
PI-9685329,REN,2027-10-22,2027-10-27,2028-10-26,General Liability,"Dupree Fabrication, LLC",PELHAM IND,A,"$6,357.58",0.1,$635.76,TRW-08
SFM58385555,Policy Change,2027-10-26,2027-10-20,2028-01-13,GL,"Boyne Millwork, Inc",Stanwick Fire & Marine,AB,-4138.85,10,-413.89,HFN-04
NS-867070,PAB,2027-10-31,2027-07-10,,Work Comp,Standish Machine Works,NORTHGATE SPEC,A,-1043.7,12,-125.24,TRW-08
KC3272643,Cancellation,2027-11-01,2027-10-21,,CAUTO,"Standish Produce, LLC",Kemwood,Agency Bill,-843.44,15,-126.52,HFN-04
KC6309188,AUD,2027-11-04,07/10/2027,,WORK,"Arbogast Auto Body, LLC",Kemwood Casualty Co,Direct Bill,-3507.26,15,-$526.09,HFN-04
